military_occupation_id,job_code,preparation_needed,match_type,pay_grade
2,29-1069.07,,crosswalk,
3,43-9061.00,,crosswalk,
3,43-9022.00,,crosswalk,
4,11-3011.00,,crosswalk,
4,29-1063.00,,crosswalk,
5,11-3121.00,,crosswalk,
5,29-1062.00,,crosswalk,
6,11-3121.00,,crosswalk,
6,29-1062.00,,crosswalk,
7,29-1063.00,,crosswalk,
8,29-1065.00,,crosswalk,
9,29-1063.00,,crosswalk,
10,53-5021.02,,crosswalk,
11,29-1062.00,,crosswalk,
12,11-9111.00,,crosswalk,
13,47-1011.00,,crosswalk,
14,43-4021.00,First term,most_duties,E3
14,43-4071.00,First term,most_duties,E3
14,43-4161.00,First term,most_duties,E3
14,43-9061.00,First term,most_duties,E3
14,43-6014.00,First term,most_duties,E3
14,43-9022.00,First term,most_duties,E3
14,43-6011.00,First term,most_duties,E4
14,13-1071.00,First term plus prep,most_duties,E4
14,43-1011.00,First term plus prep,most_duties,E5
14,11-3011.00,Long term,some_duties,E5
15,29-1071.00,,crosswalk,
16,29-1066.00,,crosswalk,
17,29-1061.00,,crosswalk,
18,11-1011.00,,crosswalk,
19,29-1069.10,,crosswalk,
20,29-1069.10,,crosswalk,
21,49-2094.00,,crosswalk,
22,21-1023.00,,crosswalk,
23,11-9131.00,,crosswalk,
23,11-9111.00,,crosswalk,
23,53-5021.03,,crosswalk,
24,13-2011.01,,crosswalk,
24,11-3011.00,,crosswalk,
24,43-3031.00,,crosswalk,
24,13-2031.00,,crosswalk,
24,43-1011.00,,crosswalk,
24,11-3071.03,,crosswalk,
24,43-9051.00,,crosswalk,
24,53-7064.00,,crosswalk,
24,43-5051.00,,crosswalk,
24,43-5052.00,,crosswalk,
24,43-5053.00,,crosswalk,
24,11-9131.00,,crosswalk,
24,43-5061.00,,crosswalk,
24,13-1023.00,,crosswalk,
24,11-3061.00,,crosswalk,
24,43-5071.00,,crosswalk,
24,43-5081.01,,crosswalk,
24,43-5081.03,,crosswalk,
24,11-3071.02,,crosswalk,
24,53-5021.01,,crosswalk,
25,11-9111.00,,crosswalk,
25,29-1069.09,,crosswalk,
27,11-9111.00,,crosswalk,
27,29-1069.09,,crosswalk,
28,53-5022.00,,crosswalk,
29,11-9111.00,,crosswalk,
29,53-5021.02,,crosswalk,
30,11-3011.00,,crosswalk,
30,33-9092.00,,crosswalk,
31,15-1199.12,,crosswalk,
31,43-4161.00,,crosswalk,
31,53-5021.01,,crosswalk,
32,53-5021.01,,crosswalk,
33,53-5021.01,,crosswalk,
34,53-5021.02,,crosswalk,
35,53-5022.00,,crosswalk,
36,53-5021.01,,crosswalk,
37,47-1011.00,,crosswalk,
38,29-1069.04,,crosswalk,
38,49-9096.00,,crosswalk,
40,11-1021.00,,crosswalk,
41,53-5021.02,,crosswalk,
42,11-3011.00,,crosswalk,
42,43-4021.00,,crosswalk,
42,43-6011.00,,crosswalk,
42,43-4071.00,,crosswalk,
42,43-1011.00,,crosswalk,
42,43-4161.00,,crosswalk,
42,13-1071.00,,crosswalk,
42,43-9061.00,,crosswalk,
42,43-6014.00,,crosswalk,
42,43-9022.00,,crosswalk,
42,29-1069.02,,crosswalk,
42,29-1071.00,,crosswalk,
42,29-1066.00,,crosswalk,
42,29-1061.00,,crosswalk,
43,49-1011.00,,crosswalk,
44,29-1071.00,,crosswalk,
45,49-1011.00,,crosswalk,
46,53-5031.00,,crosswalk,
47,49-1011.00,,crosswalk,
48,11-3011.00,,crosswalk,
49,27-3031.00,,crosswalk,
50,29-1067.00,,crosswalk,
51,31-1013.00,,crosswalk,
52,49-2094.00,,crosswalk,
53,49-2091.00,,crosswalk,
55,51-3011.00,,crosswalk,
55,35-1011.00,,crosswalk,
55,35-2012.00,,crosswalk,
55,35-1012.00,,crosswalk,
55,35-2021.00,,crosswalk,
55,11-9051.00,,crosswalk,
55,49-2094.00,,crosswalk,
57,17-3027.00,,crosswalk,
58,17-3022.00,,crosswalk,
59,43-9111.00,,crosswalk,
61,19-4031.00,,crosswalk,
62,33-1012.00,,crosswalk,
63,29-1067.00,,crosswalk,
64,29-1064.00,,crosswalk,
66,29-1069.06,,crosswalk,
67,29-1067.00,,crosswalk,
68,29-1069.12,,crosswalk,
69,43-9011.00,,crosswalk,
72,17-3027.00,,crosswalk,
73,17-3022.00,,crosswalk,
74,43-9111.00,,crosswalk,
75,19-4031.00,,crosswalk,
76,11-3121.00,,crosswalk,
77,13-2011.01,,crosswalk,
77,13-2011.02,,crosswalk,
79,43-1011.00,,crosswalk,
80,27-2041.01,,crosswalk,
81,33-1012.00,,crosswalk,
82,17-1021.00,,crosswalk,
82,43-9011.00,,crosswalk,
82,15-1141.00,,crosswalk,
82,19-3092.00,,crosswalk,
82,15-1199.05,,crosswalk,
82,15-1199.04,,crosswalk,
82,33-3021.06,,crosswalk,
82,17-3031.02,,crosswalk,
82,15-2031.00,,crosswalk,
82,19-2099.01,,crosswalk,
82,19-4099.03,,crosswalk,
82,29-1067.00,,crosswalk,
83,51-8011.00,,crosswalk,
84,51-8011.00,,crosswalk,
87,27-2042.02,,crosswalk,
88,27-2042.02,,crosswalk,
89,27-2042.02,,crosswalk,
90,27-2042.02,,crosswalk,
91,27-2042.02,,crosswalk,
92,27-2041.01,,crosswalk,
93,49-2091.00,,crosswalk,
95,43-9011.00,,crosswalk,
101,27-2042.02,,crosswalk,
102,27-2042.02,,crosswalk,
103,27-2042.02,,crosswalk,
104,27-2042.02,,crosswalk,
105,27-2042.02,,crosswalk,
106,27-2041.01,,crosswalk,
107,11-3021.00,,crosswalk,
110,53-5022.00,,crosswalk,
114,33-3012.00,First term plus prep,some_duties,E3
114,33-3051.01,First term plus prep,some_duties,E3
114,33-9021.00,First term plus prep,some_duties,E3
114,33-9032.00,First term plus prep,some_duties,E3
114,33-3051.03,First term plus prep,some_duties,E3
114,17-3031.01,First term plus prep,some_duties,E3
116,27-1012.00,,crosswalk,
117,53-2021.00,,crosswalk,
121,29-1021.00,,crosswalk,
122,43-9011.00,,crosswalk,
123,29-1021.00,,crosswalk,
129,43-9011.00,,crosswalk,
134,11-9161.00,,crosswalk,
134,15-1199.04,,crosswalk,
134,33-3021.06,,crosswalk,
134,17-3031.02,,crosswalk,
134,53-5021.02,,crosswalk,
134,53-5022.00,,crosswalk,
134,27-4013.00,,crosswalk,
134,11-9199.07,,crosswalk,
141,13-1081.00,,crosswalk,
145,29-9011.00,,crosswalk,
145,11-3071.01,,crosswalk,
146,27-1012.00,,crosswalk,
147,43-5011.00,,crosswalk,
147,43-5061.00,,crosswalk,
147,13-1081.00,,crosswalk,
147,11-3071.01,,crosswalk,
147,11-9061.00,,crosswalk,
148,43-5011.00,,crosswalk,
148,43-5061.00,,crosswalk,
149,11-3071.01,,crosswalk,
150,47-1011.00,,crosswalk,
150,49-1011.00,,crosswalk,
150,51-1011.00,,crosswalk,
150,49-9041.00,,crosswalk,
150,49-9071.00,,crosswalk,
150,43-5061.00,,crosswalk,
150,13-1199.05,,crosswalk,
156,49-2011.00,,crosswalk,
156,49-2094.00,,crosswalk,
157,49-2094.00,,crosswalk,
159,11-3071.01,,crosswalk,
159,49-2011.00,,crosswalk,
159,49-2094.00,,crosswalk,
160,19-3094.00,,crosswalk,
163,27-3091.00,,crosswalk,
167,49-2094.00,,crosswalk,
168,11-3071.01,,crosswalk,
169,11-9061.00,,crosswalk,
176,49-2011.00,,crosswalk,
176,49-2094.00,,crosswalk,
177,49-2011.00,,crosswalk,
177,49-2094.00,,crosswalk,
178,49-2011.00,,crosswalk,
178,49-2094.00,,crosswalk,
182,49-2094.00,,crosswalk,
183,27-3091.00,,crosswalk,
188,49-2094.00,,crosswalk,
191,13-1111.00,,crosswalk,
191,29-1021.00,,crosswalk,
192,53-1011.00,,crosswalk,
192,53-2022.00,,crosswalk,
192,53-6051.01,,crosswalk,
192,43-5011.00,,crosswalk,
192,53-1031.00,,crosswalk,
192,53-2031.00,,crosswalk,
192,53-6051.08,,crosswalk,
192,29-9012.00,,crosswalk,
192,27-4013.00,,crosswalk,
192,11-3071.01,,crosswalk,
193,39-4021.00,,crosswalk,
194,27-3091.00,,crosswalk,
196,27-4013.00,,crosswalk,
197,51-8011.00,,crosswalk,
198,43-9011.00,,crosswalk,
198,43-1011.00,,crosswalk,
198,11-3071.03,,crosswalk,
198,43-5061.00,,crosswalk,
198,43-6014.00,,crosswalk,
198,43-5071.00,,crosswalk,
198,13-1199.05,,crosswalk,
201,13-1199.04,,crosswalk,
201,11-9161.00,,crosswalk,
202,13-1111.00,,crosswalk,
202,29-1021.00,,crosswalk,
203,27-4013.00,,crosswalk,
204,27-4013.00,,crosswalk,
205,27-4013.00,,crosswalk,
206,27-4013.00,,crosswalk,
246,27-4013.00,,crosswalk,
246,49-2094.00,,crosswalk,
250,49-2022.00,,crosswalk,
251,27-4013.00,,crosswalk,
251,49-2094.00,,crosswalk,
252,27-4013.00,,crosswalk,
252,49-2011.00,,crosswalk,
398,53-2011.00,,crosswalk,
207,29-1022.00,,crosswalk,
208,13-1111.00,,crosswalk,
210,29-1024.00,,crosswalk,
212,29-1024.00,,crosswalk,
213,11-9111.00,,crosswalk,
220,27-4013.00,,crosswalk,
221,27-4013.00,,crosswalk,
222,27-4013.00,,crosswalk,
223,27-4013.00,,crosswalk,
224,27-4013.00,,crosswalk,
225,51-8011.00,,crosswalk,
226,11-3021.00,,crosswalk,
228,49-2022.00,,crosswalk,
229,27-4013.00,,crosswalk,
229,49-2094.00,,crosswalk,
230,27-4013.00,,crosswalk,
230,49-2011.00,,crosswalk,
232,49-2094.00,,crosswalk,
232,47-2111.00,,crosswalk,
232,49-1011.00,,crosswalk,
232,47-3013.00,,crosswalk,
232,15-1142.00,,crosswalk,
232,49-2021.00,,crosswalk,
232,49-2022.00,,crosswalk,
232,49-9052.00,,crosswalk,
233,49-2022.00,,crosswalk,
235,49-2022.00,,crosswalk,
236,49-1011.00,,crosswalk,
236,15-1142.00,,crosswalk,
236,15-1143.01,,crosswalk,
236,49-2022.00,,crosswalk,
236,49-9052.00,,crosswalk,
237,27-4013.00,,crosswalk,
237,49-2094.00,,crosswalk,
238,49-2094.00,,crosswalk,
239,27-4013.00,,crosswalk,
239,49-2011.00,,crosswalk,
240,27-4013.00,,crosswalk,
240,49-2094.00,,crosswalk,
241,27-4012.00,,crosswalk,
241,49-1011.00,,crosswalk,
241,15-1142.00,,crosswalk,
241,27-4013.00,,crosswalk,
241,49-2021.00,,crosswalk,
241,49-2022.00,,crosswalk,
242,49-2022.00,,crosswalk,
243,27-4013.00,,crosswalk,
243,49-2094.00,,crosswalk,
244,49-2094.00,,crosswalk,
245,27-4013.00,,crosswalk,
245,49-2011.00,,crosswalk,
253,27-4013.00,,crosswalk,
253,49-2094.00,,crosswalk,
262,11-9111.00,,crosswalk,
263,19-1021.00,,crosswalk,
264,11-9111.00,,crosswalk,
266,29-1031.00,,crosswalk,
266,11-9051.00,,crosswalk,
267,11-9111.00,,crosswalk,
268,11-9111.00,,crosswalk,
269,19-1021.00,,crosswalk,
270,19-1022.00,,crosswalk,
272,19-2021.00,,crosswalk,
272,43-9011.00,,crosswalk,
272,15-1141.00,,crosswalk,
272,27-4013.00,,crosswalk,
272,19-2099.01,,crosswalk,
272,19-4099.03,,crosswalk,
272,17-3031.01,,crosswalk,
272,49-2022.00,,crosswalk,
272,29-1124.00,,crosswalk,
273,19-2021.00,,crosswalk,
273,15-1141.00,,crosswalk,
273,49-1011.00,,crosswalk,
273,11-1021.00,,crosswalk,
273,17-3031.02,,crosswalk,
273,15-2031.00,,crosswalk,
273,17-1022.00,,crosswalk,
273,13-1151.00,,crosswalk,
273,19-1021.00,,crosswalk,
274,29-9011.00,,crosswalk,
275,19-3031.02,,crosswalk,
279,43-9011.00,,crosswalk,
279,43-9021.00,,crosswalk,
279,15-1141.00,,crosswalk,
279,49-2094.00,,crosswalk,
279,11-9161.00,,crosswalk,
279,11-1021.00,,crosswalk,
279,33-3021.06,,crosswalk,
279,17-3031.02,,crosswalk,
279,27-4013.00,,crosswalk,
279,49-2022.00,,crosswalk,
279,29-9011.00,,crosswalk,
280,29-9011.00,,crosswalk,
281,29-2011.00,,crosswalk,
283,49-2011.00,,crosswalk,
283,49-2094.00,,crosswalk,
284,29-1181.00,,crosswalk,
284,29-1127.00,,crosswalk,
285,29-1123.00,,crosswalk,
286,29-1122.00,,crosswalk,
287,29-1031.00,,crosswalk,
290,29-1081.00,,crosswalk,
292,11-9111.00,,crosswalk,
293,29-1031.00,,crosswalk,
293,11-9051.00,,crosswalk,
295,11-9111.00,,crosswalk,
296,29-1141.03,,crosswalk,
297,29-1141.03,,crosswalk,
298,29-1141.04,,crosswalk,
300,19-1021.00,,crosswalk,
302,51-8011.00,,crosswalk,
303,29-1141.00,,crosswalk,
304,29-1151.00,,crosswalk,
305,29-1171.00,,crosswalk,
309,27-3091.00,,crosswalk,
310,29-1141.00,,crosswalk,
314,13-2011.01,,crosswalk,
314,13-2031.00,,crosswalk,
315,53-5021.02,,crosswalk,
316,13-2011.02,,crosswalk,
317,13-2031.00,,crosswalk,
318,11-3031.02,,crosswalk,
319,11-3031.01,,crosswalk,
321,49-2011.00,,crosswalk,
321,49-2094.00,,crosswalk,
322,49-2011.00,,crosswalk,
322,49-2094.00,,crosswalk,
323,49-2011.00,,crosswalk,
323,49-2094.00,,crosswalk,
324,49-2011.00,,crosswalk,
324,49-2094.00,,crosswalk,
325,49-2011.00,,crosswalk,
325,49-2094.00,,crosswalk,
327,49-2092.00,,crosswalk,
328,11-3011.00,,crosswalk,
330,49-1011.00,,crosswalk,
332,49-2011.00,,crosswalk,
332,49-2094.00,,crosswalk,
333,11-9081.00,,crosswalk,
333,49-1011.00,,crosswalk,
334,49-2094.00,,crosswalk,
335,49-2094.00,,crosswalk,
336,49-2094.00,,crosswalk,
338,11-3121.00,,crosswalk,
339,11-1021.00,,crosswalk,
340,11-1021.00,,crosswalk,
341,11-1021.00,,crosswalk,
342,11-1021.00,,crosswalk,
343,11-1021.00,,crosswalk,
344,11-1021.00,,crosswalk,
345,11-1021.00,,crosswalk,
346,11-1021.00,,crosswalk,
372,11-3121.00,,crosswalk,
347,49-2011.00,,crosswalk,
347,49-2094.00,,crosswalk,
348,49-2011.00,,crosswalk,
348,49-2094.00,,crosswalk,
349,49-2011.00,,crosswalk,
349,49-2094.00,,crosswalk,
350,49-1011.00,,crosswalk,
351,49-2094.00,,crosswalk,
352,49-2094.00,,crosswalk,
353,19-3094.00,,crosswalk,
354,53-2011.00,,crosswalk,
355,53-2011.00,,crosswalk,
357,49-2094.00,,crosswalk,
358,51-2022.00,,crosswalk,
358,47-2111.00,,crosswalk,
358,47-1011.00,,crosswalk,
358,49-1011.00,,crosswalk,
358,49-9021.01,,crosswalk,
358,29-9011.00,,crosswalk,
358,47-2152.01,,crosswalk,
358,47-2152.02,,crosswalk,
358,51-8012.00,,crosswalk,
358,49-9021.02,,crosswalk,
358,51-8021.00,,crosswalk,
358,53-6051.07,,crosswalk,
358,51-8031.00,,crosswalk,
358,49-2011.00,,crosswalk,
358,49-2094.00,,crosswalk,
359,49-2094.00,,crosswalk,
362,49-2094.00,,crosswalk,
363,47-2061.00,First term,some_duties,E1
363,33-3012.00,First term plus prep,some_duties,E4
363,53-3033.00,First term plus prep,some_duties,E4
363,49-9043.00,First term plus prep,some_duties,E4
363,33-3051.01,First term plus prep,some_duties,E4
363,21-1092.00,First term plus prep,some_duties,E4
363,33-9032.00,First term plus prep,some_duties,E4
363,33-1011.00,First term plus prep,some_duties,E5
363,53-1031.00,First term plus prep,some_duties,E5
363,13-1151.00,Long term,some_duties,E6
363,11-9161.00,Long term,some_duties,E7
363,11-3131.00,Long term,some_duties,E7
364,47-2061.00,First term,some_duties,E2
364,17-3031.02,First term plus prep,some_duties,E2
364,51-2021.00,First term plus prep,some_duties,E4
364,33-3012.00,First term plus prep,some_duties,E4
364,53-3033.00,First term plus prep,some_duties,E4
364,49-9043.00,First term plus prep,some_duties,E4
364,33-3051.01,First term plus prep,some_duties,E4
364,21-1092.00,First term plus prep,some_duties,E4
364,27-4013.00,First term plus prep,some_duties,E4
364,33-9032.00,First term plus prep,some_duties,E4
364,47-1011.00,First term plus prep,some_duties,E5
364,33-1011.00,First term plus prep,some_duties,E5
364,43-1011.00,First term plus prep,some_duties,E5
364,53-1031.00,First term plus prep,some_duties,E5
364,47-4041.00,First term plus prep,some_duties,E5
364,25-1194.00,First term plus prep,some_duties,E5
364,13-1151.00,Long term,some_duties,E6
364,11-9161.00,Long term,some_duties,E7
364,11-3131.00,Long term,some_duties,E7
365,53-2011.00,,crosswalk,
366,49-2091.00,,crosswalk,
367,11-3121.00,,crosswalk,
369,53-2011.00,,crosswalk,
370,53-2012.00,,crosswalk,
371,11-3121.00,,crosswalk,
374,11-3121.00,,crosswalk,
375,11-3121.00,,crosswalk,
376,11-3121.00,,crosswalk,
377,11-3121.00,,crosswalk,
378,11-3121.00,,crosswalk,
379,53-2011.00,,crosswalk,
380,53-2011.00,,crosswalk,
381,49-2091.00,,crosswalk,
382,49-2091.00,,crosswalk,
385,13-1111.00,,crosswalk,
392,13-1111.00,,crosswalk,
393,13-1111.00,,crosswalk,
394,51-8021.00,,crosswalk,
395,53-2011.00,,crosswalk,
396,53-2011.00,,crosswalk,
397,53-2011.00,,crosswalk,
399,49-2091.00,,crosswalk,
400,49-2091.00,,crosswalk,
402,11-3071.01,,crosswalk,
408,49-2094.00,,crosswalk,
409,49-2011.00,,crosswalk,
409,49-2094.00,,crosswalk,
410,49-2091.00,,crosswalk,
411,17-2071.00,,crosswalk,
412,53-2011.00,,crosswalk,
419,49-2091.00,,crosswalk,
421,49-2091.00,,crosswalk,
422,49-1011.00,,crosswalk,
423,49-3011.00,,crosswalk,
424,49-2091.00,,crosswalk,
425,53-2011.00,,crosswalk,
426,53-2011.00,,crosswalk,
427,53-2011.00,,crosswalk,
429,11-3021.00,,crosswalk,
432,49-2091.00,,crosswalk,
433,11-3021.00,,crosswalk,
435,49-2091.00,,crosswalk,
436,49-2091.00,,crosswalk,
437,53-1031.00,,crosswalk,
438,19-4051.02,,crosswalk,
439,53-2011.00,,crosswalk,
440,53-2011.00,,crosswalk,
442,53-2011.00,,crosswalk,
443,49-1011.00,,crosswalk,
444,49-1011.00,,crosswalk,
445,53-5021.02,,crosswalk,
448,49-1011.00,,crosswalk,
449,53-5021.02,,crosswalk,
450,49-2011.00,,crosswalk,
450,49-2094.00,,crosswalk,
451,53-2011.00,,crosswalk,
451,49-2094.00,,crosswalk,
452,49-2094.00,,crosswalk,
453,53-2011.00,,crosswalk,
454,53-2011.00,,crosswalk,
455,49-2011.00,,crosswalk,
455,49-2094.00,,crosswalk,
456,51-9193.00,,crosswalk,
456,49-9021.01,,crosswalk,
456,49-9071.00,,crosswalk,
456,49-9021.02,,crosswalk,
457,49-2094.00,,crosswalk,
503,53-2011.00,,crosswalk,
459,49-2011.00,,crosswalk,
459,49-2094.00,,crosswalk,
461,53-2011.00,,crosswalk,
462,53-2011.00,,crosswalk,
463,53-2011.00,,crosswalk,
464,53-2011.00,,crosswalk,
465,53-2011.00,,crosswalk,
466,53-2011.00,,crosswalk,
467,53-2011.00,,crosswalk,
468,53-2011.00,,crosswalk,
469,53-2011.00,,crosswalk,
470,53-2011.00,,crosswalk,
471,53-2011.00,,crosswalk,
472,53-2011.00,,crosswalk,
473,49-2094.00,,crosswalk,
474,53-2011.00,,crosswalk,
475,11-3011.00,,crosswalk,
475,33-1011.00,,crosswalk,
475,11-1021.00,,crosswalk,
476,53-2011.00,,crosswalk,
477,53-2011.00,,crosswalk,
478,53-2011.00,,crosswalk,
479,53-2011.00,,crosswalk,
480,53-2011.00,,crosswalk,
481,53-2011.00,,crosswalk,
482,53-2011.00,,crosswalk,
483,53-2011.00,,crosswalk,
484,53-2011.00,,crosswalk,
485,53-2011.00,,crosswalk,
486,53-2011.00,,crosswalk,
487,53-2011.00,,crosswalk,
488,53-2011.00,,crosswalk,
489,53-2011.00,,crosswalk,
490,53-2011.00,,crosswalk,
491,53-2011.00,,crosswalk,
492,53-2011.00,,crosswalk,
493,53-2011.00,,crosswalk,
494,53-2011.00,,crosswalk,
495,53-2011.00,,crosswalk,
496,53-2011.00,,crosswalk,
497,53-2011.00,,crosswalk,
498,53-2011.00,,crosswalk,
499,53-2011.00,,crosswalk,
500,53-2011.00,,crosswalk,
501,53-2011.00,,crosswalk,
502,53-2011.00,,crosswalk,
504,53-2011.00,,crosswalk,
505,53-2011.00,,crosswalk,
506,53-2011.00,,crosswalk,
507,53-2011.00,,crosswalk,
508,53-2011.00,,crosswalk,
509,53-2011.00,,crosswalk,
510,53-2011.00,,crosswalk,
511,53-2011.00,,crosswalk,
512,53-2011.00,,crosswalk,
513,53-2011.00,,crosswalk,
514,53-2011.00,,crosswalk,
515,53-2011.00,,crosswalk,
516,53-2011.00,,crosswalk,
517,53-2011.00,,crosswalk,
518,53-2011.00,,crosswalk,
519,53-2011.00,,crosswalk,
520,53-2011.00,,crosswalk,
521,53-2011.00,,crosswalk,
522,53-2011.00,,crosswalk,
523,53-2011.00,,crosswalk,
524,53-2011.00,,crosswalk,
525,53-2011.00,,crosswalk,
526,53-2011.00,,crosswalk,
527,53-2011.00,,crosswalk,
528,53-2011.00,,crosswalk,
529,53-2011.00,,crosswalk,
530,53-2011.00,,crosswalk,
531,53-2011.00,,crosswalk,
532,53-2011.00,,crosswalk,
533,53-2011.00,,crosswalk,
534,53-2011.00,,crosswalk,
535,53-2011.00,,crosswalk,
536,53-2011.00,,crosswalk,
537,53-2011.00,,crosswalk,
538,53-2011.00,,crosswalk,
539,53-2011.00,,crosswalk,
540,53-2011.00,,crosswalk,
541,53-2011.00,,crosswalk,
542,53-2011.00,,crosswalk,
543,53-2011.00,,crosswalk,
544,53-2011.00,,crosswalk,
545,53-2011.00,,crosswalk,
546,53-2011.00,,crosswalk,
547,53-2011.00,,crosswalk,
548,53-2011.00,,crosswalk,
549,53-2011.00,,crosswalk,
550,53-2011.00,,crosswalk,
551,53-2011.00,,crosswalk,
553,49-2094.00,,crosswalk,
554,49-1011.00,,crosswalk,
589,53-2012.00,,crosswalk,
555,49-1011.00,,crosswalk,
556,49-2094.00,,crosswalk,
557,53-2011.00,,crosswalk,
558,11-3011.00,,crosswalk,
560,11-3071.01,,crosswalk,
562,11-3071.01,,crosswalk,
563,11-3011.00,,crosswalk,
567,49-3011.00,,crosswalk,
568,11-1021.00,,crosswalk,
569,11-3121.00,,crosswalk,
570,53-5031.00,,crosswalk,
571,53-2012.00,,crosswalk,
572,19-3094.00,,crosswalk,
574,53-2012.00,,crosswalk,
575,49-2091.00,,crosswalk,
576,19-3094.00,,crosswalk,
577,11-3121.00,,crosswalk,
625,53-2011.00,,crosswalk,
626,53-2011.00,,crosswalk,
627,53-2011.00,,crosswalk,
628,53-2011.00,,crosswalk,
629,53-2011.00,,crosswalk,
630,53-2011.00,,crosswalk,
631,53-2011.00,,crosswalk,
632,53-2011.00,,crosswalk,
578,49-2091.00,,crosswalk,
579,11-3121.00,,crosswalk,
580,11-3121.00,,crosswalk,
581,49-2091.00,,crosswalk,
582,53-2011.00,,crosswalk,
583,29-2012.00,,crosswalk,
585,11-3121.00,,crosswalk,
586,11-3021.00,,crosswalk,
587,49-2091.00,,crosswalk,
699,53-2011.00,,crosswalk,
590,49-9063.00,,crosswalk,
590,27-2042.02,,crosswalk,
590,27-2042.01,,crosswalk,
591,53-2011.00,,crosswalk,
592,53-2011.00,,crosswalk,
593,53-2011.00,,crosswalk,
594,53-2011.00,,crosswalk,
595,53-2011.00,,crosswalk,
596,53-2011.00,,crosswalk,
597,53-2011.00,,crosswalk,
598,53-2011.00,,crosswalk,
599,53-2011.00,,crosswalk,
600,53-2011.00,,crosswalk,
601,53-2011.00,,crosswalk,
602,53-2011.00,,crosswalk,
603,53-2011.00,,crosswalk,
604,11-3121.00,,crosswalk,
605,53-2011.00,,crosswalk,
606,53-2011.00,,crosswalk,
607,53-2011.00,,crosswalk,
608,53-2011.00,,crosswalk,
609,53-2011.00,,crosswalk,
610,53-2011.00,,crosswalk,
611,53-2011.00,,crosswalk,
612,53-2011.00,,crosswalk,
613,53-2011.00,,crosswalk,
614,53-2011.00,,crosswalk,
615,53-2011.00,,crosswalk,
616,53-2011.00,,crosswalk,
617,49-1011.00,,crosswalk,
618,53-2011.00,,crosswalk,
619,53-2011.00,,crosswalk,
620,53-2011.00,,crosswalk,
621,53-2011.00,,crosswalk,
622,53-2011.00,,crosswalk,
623,53-2011.00,,crosswalk,
624,53-2011.00,,crosswalk,
633,53-2011.00,,crosswalk,
634,53-2011.00,,crosswalk,
635,53-2011.00,,crosswalk,
636,53-2011.00,,crosswalk,
637,53-2011.00,,crosswalk,
638,53-2011.00,,crosswalk,
639,53-2011.00,,crosswalk,
640,53-2011.00,,crosswalk,
641,53-2011.00,,crosswalk,
642,53-2011.00,,crosswalk,
642,49-2094.00,,crosswalk,
643,53-2011.00,,crosswalk,
644,53-2011.00,,crosswalk,
645,49-2094.00,,crosswalk,
646,53-2011.00,,crosswalk,
647,53-2011.00,,crosswalk,
648,53-2011.00,,crosswalk,
649,53-2011.00,,crosswalk,
650,53-2011.00,,crosswalk,
651,53-2011.00,,crosswalk,
652,53-2011.00,,crosswalk,
653,53-2011.00,,crosswalk,
654,53-2011.00,,crosswalk,
655,53-2011.00,,crosswalk,
656,53-2011.00,,crosswalk,
657,53-2011.00,,crosswalk,
658,53-2011.00,,crosswalk,
659,53-2011.00,,crosswalk,
660,53-2011.00,,crosswalk,
661,53-2011.00,,crosswalk,
662,53-2011.00,,crosswalk,
663,53-2011.00,,crosswalk,
664,53-2011.00,,crosswalk,
665,53-2011.00,,crosswalk,
666,53-2011.00,,crosswalk,
667,53-2011.00,,crosswalk,
668,53-2011.00,,crosswalk,
669,53-2011.00,,crosswalk,
670,53-2011.00,,crosswalk,
671,53-2011.00,,crosswalk,
672,53-2011.00,,crosswalk,
673,53-2011.00,,crosswalk,
674,53-2011.00,,crosswalk,
675,53-2011.00,,crosswalk,
676,53-2011.00,,crosswalk,
677,53-2011.00,,crosswalk,
678,53-2011.00,,crosswalk,
679,53-2011.00,,crosswalk,
680,53-2011.00,,crosswalk,
681,53-2011.00,,crosswalk,
682,53-2011.00,,crosswalk,
683,53-2011.00,,crosswalk,
684,53-2011.00,,crosswalk,
685,53-2011.00,,crosswalk,
686,53-2011.00,,crosswalk,
687,53-2011.00,,crosswalk,
688,53-2011.00,,crosswalk,
689,53-2011.00,,crosswalk,
690,53-2011.00,,crosswalk,
691,53-2011.00,,crosswalk,
692,53-2011.00,,crosswalk,
693,53-2011.00,,crosswalk,
694,53-2011.00,,crosswalk,
695,53-2011.00,,crosswalk,
696,53-2011.00,,crosswalk,
697,53-2011.00,,crosswalk,
698,53-2011.00,,crosswalk,
700,53-2011.00,,crosswalk,
701,53-2011.00,,crosswalk,
702,53-2011.00,,crosswalk,
703,53-2011.00,,crosswalk,
704,53-2011.00,,crosswalk,
705,53-2011.00,,crosswalk,
706,53-2011.00,,crosswalk,
707,53-2011.00,,crosswalk,
708,53-2011.00,,crosswalk,
709,53-2011.00,,crosswalk,
710,53-2011.00,,crosswalk,
711,53-2011.00,,crosswalk,
712,53-2011.00,,crosswalk,
713,53-2011.00,,crosswalk,
714,53-2011.00,,crosswalk,
715,53-2011.00,,crosswalk,
716,53-2011.00,,crosswalk,
717,53-2011.00,,crosswalk,
718,53-2011.00,,crosswalk,
719,53-2011.00,,crosswalk,
720,53-2011.00,,crosswalk,
721,53-2011.00,,crosswalk,
722,53-2011.00,,crosswalk,
723,53-2011.00,,crosswalk,
724,53-2011.00,,crosswalk,
